Timestamp,Latitude,Longitude,Posicao_X,Posicao_Y,Profundidade_Z_m,Angulacao_Roll_Graus,Temp_C,CO2_ppm,CO_ppm,Metano_ppm,Risco_Estrutural,Bateria_Robo_Perc,Vitima_Presente_GT,Tendencia_Temp_C,Risco_Previsto_Futuro,Custo_Rota,Vitima_Detectada,Vitima_Confianca_Perc,Score_Vitima,Score_Risco_Estrutural,Prioridade_Resgate,Comando_Logistico
1970-01-01 00:00:00,40.7128,-74.006,0,0,2.0,0.6,39.8,898,211,-5,0,99.9,0,0.0,0,21,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:01,40.7128,-74.006,1,0,2.0,0.8,42.4,866,212,5,0,99.8,0,2.6,0,21,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:02,40.7128,-74.006,2,0,2.0,0.7,46.0,940,214,-15,0,99.7,0,3.6,0,21,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:03,40.7128,-74.006,3,0,2.1,0.0,48.0,914,216,5,0,99.6,0,2.0,0,21,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:04,40.7128,-74.006,4,0,2.1,0.7,49.0,936,212,-10,0,99.4,0,1.0,0,22,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:05,40.7128,-74.006,5,0,2.1,0.3,50.4,996,220,1,0,99.4,0,1.4,0,21,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:06,40.7128,-74.006,6,0,2.2,1.4,50.5,1035,217,-10,0,99.1,0,0.1,0,24,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:07,40.7128,-74.006,7,0,2.2,1.4,48.4,999,216,-9,0,99.0,0,-2.1,0,24,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:08,40.7128,-74.006,8,0,2.3,0.2,46.4,1070,225,0,0,99.0,0,-2.0,0,23,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:09,40.7128,-74.006,9,0,2.2,0.1,43.1,1127,209,2,0,98.9,0,-3.3,0,22,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:10,40.7128,-74.006,10,0,2.3,0.0,39.7,1143,204,-18,0,98.8,0,-3.4,0,23,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
