Timestamp,Latitude,Longitude,Posicao_X,Posicao_Y,Profundidade_Z_m,Angulacao_Roll_Graus,Temp_C,CO2_ppm,CO_ppm,Metano_ppm,Risco_Estrutural,Bateria_Robo_Perc,Vitima_Presente_GT,Tendencia_Temp_C,Risco_Previsto_Futuro,Custo_Rota,Vitima_Detectada,Vitima_Confianca_Perc,Score_Vitima,Score_Risco_Estrutural,Prioridade_Resgate,Comando_Logistico
1970-01-01 00:00:00,40.712787,-74.005994,0,0,2.0,0.2,24.6,626,101,-17,0,100.0,0,0.0,0,20,False,0.0,0.0,0,58,CONTINUAR EXPLORACAO
1970-01-01 00:00:01,40.712788,-74.006002,1,0,2.0,1.6,24.9,675,97,13,0,99.8,0,0.3,0,23,False,0.0,0.0,0,53,CONTINUAR EXPLORACAO
1970-01-01 00:00:02,40.712788,-74.006017,2,0,2.0,0.4,25.1,696,98,-1,0,99.8,0,0.2,0,20,False,0.0,0.0,0,31,CONTINUAR EXPLORACAO
1970-01-01 00:00:03,40.712767,-74.006023,3,0,2.1,0.8,24.9,696,95,0,0,99.7,0,-0.2,0,22,False,0.0,0.0,0,167,CONTINUAR EXPLORACAO
1970-01-01 00:00:04,40.712754,-74.00602,4,0,2.1,1.9,24.9,726,103,-4,0,99.5,0,0.0,0,24,False,0.0,0.0,0,161,CONTINUAR EXPLORACAO
1970-01-01 00:00:05,40.712744,-74.006016,5,0,2.1,1.1,24.9,726,95,0,0,99.5,0,0.0,0,23,False,0.0,0.0,0,127,CONTINUAR EXPLORACAO
1970-01-01 00:00:06,40.712751,-74.006008,6,0,2.2,1.3,25.1,774,100,19,0,99.4,0,0.2,0,24,False,0.0,0.0,0,79,CONTINUAR EXPLORACAO
1970-01-01 00:00:07,40.712744,-74.006016,7,0,2.1,1.7,25.7,699,103,-8,0,99.3,0,0.6,0,24,False,0.0,0.0,0,98,CONTINUAR EXPLORACAO
1970-01-01 00:00:08,40.712748,-74.006014,8,0,2.1,1.4,25.4,736,97,-5,0,99.2,0,-0.3,0,23,False,0.0,0.0,0,124,CONTINUAR EXPLORACAO
1970-01-01 00:00:09,40.712755,-74.006024,9,0,2.1,2.4,24.4,755,99,-16,0,99.0,0,-1.0,0,25,False,0.0,0.0,0,140,CONTINUAR EXPLORACAO
1970-01-01 00:00:10,40.712767,-74.006029,10,0,2.1,4.1,24.6,714,100,0,0,98.8,0,0.2,0,29,False,0.0,0.0,0,108,CONTINUAR EXPLORACAO
1970-01-01 00:00:11,40.712787,-74.006028,11,0,2.0,3.7,25.5,680,98,-2,0,98.8,0,0.9,0,27,False,0.0,0.0,0,144,CONTINUAR EXPLORACAO
1970-01-01 00:00:12,40.71279,-74.006045,12,0,2.1,4.2,25.5,715,98,4,0,98.6,0,0.0,0,29,False,0.0,0.0,0,41,CONTINUAR EXPLORACAO
1970-01-01 00:00:13,40.71279,-74.006046,13,0,2.1,2.7,24.3,691,104,-16,0,98.7,0,-1.2,0,26,False,0.0,0.0,0,200,CONTINUAR EXPLORACAO
1970-01-01 00:00:14,40.712786,-74.00603,14,0,2.1,0.8,25.5,640,98,6,0,98.8,0,1.2,0,22,False,0.0,0.0,0,66,CONTINUAR EXPLORACAO
1970-01-01 00:00:15,40.712808,-74.006033,15,0,2.1,1.1,25.7,686,110,-8,0,98.7,0,0.2,0,23,False,0.0,0.0,0,100,CONTINUAR EXPLORACAO
1970-01-01 00:00:16,40.712798,-74.006023,16,0,2.1,1.2,26.1,636,112,-1,0,98.6,0,0.4,0,23,False,0.0,0.0,0,35,CONTINUAR EXPLORACAO
