Timestamp,Latitude,Longitude,Posicao_X,Posicao_Y,Profundidade_Z_m,Angulacao_Roll_Graus,Temp_C,CO2_ppm,CO_ppm,Metano_ppm,Risco_Estrutural,Bateria_Robo_Perc,Vitima_Presente_GT,Tendencia_Temp_C,Risco_Previsto_Futuro,Custo_Rota,Vitima_Detectada,Vitima_Confianca_Perc,Score_Vitima,Score_Risco_Estrutural,Prioridade_Resgate,Comando_Logistico
1970-01-01 00:00:00,40.712793,-74.006017,0,0,2.0,0.0,25.4,410,0,218,0,100.0,0,0.0,0,20,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:01,40.712798,-74.006015,1,0,2.0,0.0,25.1,398,11,215,0,100.0,0,-0.3,0,20,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:02,40.712799,-74.005997,2,0,1.9,0.8,26.1,381,-1,194,0,99.9,0,1.0,0,20,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:03,40.7128,-74.006018,3,0,1.9,0.0,24.5,447,3,194,0,99.9,0,-1.6,0,19,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:04,40.712795,-74.00602,4,0,1.9,0.0,24.5,407,-1,215,0,99.9,0,0.0,0,19,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:05,40.712807,-74.006023,5,0,1.9,0.6,24.9,394,-2,221,0,99.8,0,0.4,0,20,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:06,40.712812,-74.006028,6,0,2.0,1.5,25.1,386,6,206,0,99.7,0,0.2,0,23,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:07,40.712808,-74.00602,7,0,1.9,1.2,25.0,393,3,207,0,99.7,0,-0.1,0,21,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:08,40.712798,-74.006025,8,0,2.0,0.0,25.7,422,-1,196,0,99.8,0,0.7,0,20,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:09,40.712804,-74.006018,9,0,1.9,0.0,25.1,399,-2,216,0,99.8,0,-0.6,0,19,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:10,40.712815,-74.006022,10,0,1.9,0.0,25.7,411,5,209,0,99.8,0,0.6,0,19,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:11,40.712822,-74.006021,11,0,1.9,1.9,26.0,403,0,213,0,99.5,0,0.3,0,22,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:12,40.712829,-74.00601,12,0,1.9,0.0,25.4,389,6,219,0,99.7,0,-0.6,0,19,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:13,40.71284,-74.006014,13,0,2.0,0.2,25.1,441,-1,199,0,99.7,0,-0.3,0,20,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:14,40.712835,-74.006012,14,0,1.9,0.7,25.8,430,0,231,0,99.6,0,0.7,0,20,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:15,40.712829,-74.006004,15,0,1.9,0.0,25.2,395,5,208,0,99.6,0,-0.6,0,19,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:16,40.712816,-74.005988,16,0,1.9,0.0,24.3,404,-11,209,0,99.6,0,-0.9,0,19,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:17,40.712819,-74.005972,17,0,2.0,0.6,25.4,372,-3,197,0,99.5,0,1.1,0,21,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:18,40.712825,-74.00598,18,0,2.0,3.1,24.9,420,0,204,0,99.3,0,-0.5,0,26,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:19,40.71283,-74.005974,19,0,2.0,1.3,24.9,426,0,218,0,99.4,0,0.0,0,22,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:20,40.712822,-74.005985,20,0,2.0,1.5,25.1,462,6,216,0,99.4,0,0.2,0,23,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:21,40.712823,-74.005982,21,0,2.0,2.0,25.1,414,7,202,0,99.3,0,0.0,0,24,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:22,40.712835,-74.005994,22,0,1.9,3.7,25.6,446,8,209,0,99.1,0,0.5,0,26,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:23,40.712855,-74.005994,23,0,2.0,4.7,26.0,435,-4,222,0,99.0,0,0.4,0,29,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:24,40.712861,-74.005988,24,0,1.9,5.1,24.2,443,0,233,0,98.9,0,-1.8,0,29,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:25,40.712862,-74.005982,25,0,2.0,6.0,25.5,447,6,239,0,98.8,0,1.3,0,32,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:26,40.712854,-74.005969,26,0,2.0,4.7,24.8,417,11,207,0,98.9,0,-0.7,0,29,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:27,40.71285,-74.005969,27,0,2.0,4.2,25.5,417,-1,212,0,98.9,0,0.7,0,28,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:28,40.712863,-74.005965,28,0,1.9,3.6,25.2,394,7,230,0,99.0,0,-0.3,0,26,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:29,40.712856,-74.005972,29,0,2.0,2.0,25.2,433,7,219,0,99.1,0,0.0,0,24,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:30,40.712862,-74.005976,30,0,2.0,3.7,26.4,440,9,217,0,98.9,0,1.2,0,27,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:31,40.71285,-74.005968,31,0,1.9,4.2,25.2,443,8,205,0,98.8,0,-1.2,0,27,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:32,40.712853,-74.005964,32,0,1.9,4.2,25.8,422,-1,227,0,98.8,0,0.6,0,27,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:33,40.712857,-74.005964,33,0,1.8,3.5,25.4,441,0,212,0,98.9,0,-0.4,0,25,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:34,40.712858,-74.005958,34,0,1.9,3.3,25.1,411,8,216,0,98.9,0,-0.3,0,25,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:35,40.712869,-74.005986,35,0,2.0,2.4,25.4,397,1,217,0,98.9,0,0.3,0,24,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:36,40.712866,-74.005992,36,0,2.0,1.9,24.6,410,3,230,0,98.9,0,-0.8,0,23,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:37,40.712859,-74.005999,37,0,2.0,0.9,24.7,433,5,239,0,99.0,0,0.1,0,21,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:38,40.712868,-74.006002,38,0,2.0,2.2,24.9,400,-4,223,0,98.9,0,0.2,0,24,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:39,40.712847,-74.006018,39,0,1.9,2.4,24.9,415,1,228,0,98.8,0,0.0,0,23,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:40,40.712859,-74.006036,40,0,2.0,2.5,24.7,408,7,223,0,98.8,0,-0.2,0,25,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:41,40.712842,-74.00603,41,0,2.0,1.6,25.8,428,5,229,0,98.9,0,1.1,0,23,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:42,40.71285,-74.006022,42,0,1.9,1.4,23.8,418,-1,213,0,98.9,0,-2.0,0,21,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:43,40.712858,-74.006038,43,0,2.0,2.0,25.5,446,0,231,0,98.8,0,1.7,0,24,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:44,40.712865,-74.006029,44,0,2.0,2.6,25.7,413,3,219,0,98.7,0,0.2,0,25,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:45,40.712873,-74.006029,45,0,2.1,0.5,26.3,402,8,218,0,98.9,0,0.6,0,22,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:46,40.712879,-74.006014,46,0,2.1,2.4,24.2,419,-7,228,0,98.7,0,-2.1,0,25,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:47,40.712882,-74.00601,47,0,2.0,2.0,25.4,410,-3,235,0,98.7,0,1.2,0,24,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:48,40.71289,-74.006007,48,0,2.0,2.0,24.0,439,5,220,0,98.6,0,-1.4,0,24,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:49,40.712893,-74.006014,49,0,1.9,2.0,25.1,433,-6,230,0,98.6,0,1.1,0,23,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:50,40.712908,-74.006003,50,0,2.0,3.5,24.7,418,5,255,0,98.4,0,-0.4,0,27,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
