Timestamp,Latitude,Longitude,Posicao_X,Posicao_Y,Profundidade_Z_m,Angulacao_Roll_Graus,Temp_C,CO2_ppm,CO_ppm,Metano_ppm,Risco_Estrutural,Bateria_Robo_Perc,Vitima_Presente_GT,Tendencia_Temp_C,Risco_Previsto_Futuro,Custo_Rota,Vitima_Detectada,Vitima_Confianca_Perc,Score_Vitima,Score_Risco_Estrutural,Prioridade_Resgate,Comando_Logistico
1970-01-01 00:00:00,40.712804,-74.005999,0,0,2.0,0.0,26.0,597,98,-5,0,100.0,0,0.0,0,20,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:01,40.712799,-74.006006,1,0,1.9,0.2,25.8,615,97,-9,0,100.0,0,-0.2,0,19,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:02,40.712779,-74.005997,2,0,1.9,1.1,24.7,592,106,12,0,99.8,0,-1.1,0,21,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:03,40.712783,-74.006001,3,0,1.9,0.0,25.7,599,94,6,0,99.9,0,1.0,0,19,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:04,40.712785,-74.005994,4,0,2.0,0.0,26.0,603,95,11,0,99.9,0,0.3,0,20,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:05,40.712789,-74.005991,5,0,1.9,0.0,24.9,632,104,-7,0,99.9,0,-1.1,0,19,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:06,40.712801,-74.005972,6,0,1.9,0.0,25.8,601,90,3,0,99.9,0,0.9,0,19,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:07,40.7128,-74.00596,7,0,1.9,0.0,24.4,615,109,-5,0,99.9,0,-1.4,0,19,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:08,40.712802,-74.005938,8,0,2.0,0.8,25.2,637,99,6,0,99.8,0,0.8,0,21,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:09,40.712813,-74.005941,9,0,2.0,0.5,25.4,636,105,-8,0,99.8,0,0.2,0,21,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:10,40.71282,-74.005943,10,0,2.1,0.0,26.3,612,107,11,0,99.8,0,0.9,0,21,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:11,40.71282,-74.005942,11,0,2.0,0.4,25.6,619,104,-4,0,99.7,0,-0.7,0,20,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:12,40.712818,-74.005952,12,0,2.0,0.0,25.8,583,94,0,0,99.8,0,0.2,0,20,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:13,40.712825,-74.005943,13,0,1.9,2.2,25.2,621,91,0,0,99.5,0,-0.6,0,23,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:14,40.712819,-74.005955,14,0,2.1,1.3,25.3,622,102,-14,0,99.6,0,0.1,0,23,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:15,40.712815,-74.005942,15,0,2.0,1.9,26.3,577,103,5,0,99.5,0,1.0,0,23,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:16,40.712807,-74.005945,16,0,2.0,1.0,24.5,625,93,-2,0,99.6,0,-1.8,0,22,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:17,40.712812,-74.00594,17,0,2.1,1.8,26.1,624,97,6,0,99.5,0,1.6,0,24,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:18,40.712811,-74.005937,18,0,2.1,3.1,25.1,613,95,-1,0,99.3,0,-1.0,0,27,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:19,40.712807,-74.005935,19,0,2.1,3.8,24.9,655,99,8,0,99.2,0,-0.2,0,28,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:20,40.71282,-74.005922,20,0,2.2,4.0,25.2,605,89,16,0,99.2,0,0.3,0,30,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
