Timestamp,Latitude,Longitude,Posicao_X,Posicao_Y,Profundidade_Z_m,Angulacao_Roll_Graus,Temp_C,CO2_ppm,CO_ppm,Metano_ppm,Risco_Estrutural,Bateria_Robo_Perc,Vitima_Presente_GT,Tendencia_Temp_C,Risco_Previsto_Futuro,Custo_Rota,Vitima_Detectada,Vitima_Confianca_Perc,Score_Vitima,Score_Risco_Estrutural,Prioridade_Resgate,Comando_Logistico
1970-01-01 00:00:00,40.712816,-74.00602,0,0,2.0,0.0,25.9,613,97,-20,0,100.0,0,0.0,0,20,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:01,40.712804,-74.006028,1,0,2.0,2.1,25.3,624,105,13,0,99.8,0,-0.6,0,24,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:02,40.712812,-74.006023,2,0,2.0,2.5,24.6,569,98,-1,0,99.7,0,-0.7,0,25,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:03,40.712809,-74.006023,3,0,2.0,0.0,24.5,602,91,-15,0,99.9,0,-0.1,0,20,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:04,40.712826,-74.006022,4,0,1.8,0.0,24.7,602,103,-2,0,99.9,0,0.2,0,18,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:05,40.71282,-74.006016,5,0,1.9,1.0,25.2,610,98,-9,0,99.8,0,0.5,0,21,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:06,40.712826,-74.006011,6,0,2.0,1.5,25.8,617,97,-12,0,99.7,0,0.6,0,23,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:07,40.71284,-74.006001,7,0,1.9,1.5,25.7,639,100,-9,0,99.7,0,-0.1,0,22,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:08,40.712841,-74.006013,8,0,1.9,1.8,24.7,588,99,-2,0,99.7,0,-1.0,0,22,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:09,40.712849,-74.006015,9,0,2.0,0.4,25.4,586,102,-1,0,99.8,0,0.7,0,20,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:10,40.712849,-74.006007,10,0,2.0,1.3,25.7,629,104,-5,0,99.7,0,0.3,0,22,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:11,40.712848,-74.006012,11,0,1.8,0.2,26.1,636,111,-8,0,99.8,0,0.4,0,18,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:12,40.712853,-74.006028,12,0,1.8,1.2,25.4,588,108,3,0,99.6,0,-0.7,0,20,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:13,40.712851,-74.006036,13,0,1.7,1.5,25.5,642,100,-3,0,99.6,0,0.1,0,20,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:14,40.712848,-74.006036,14,0,1.7,1.2,26.3,610,99,2,0,99.6,0,0.8,0,19,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:15,40.712858,-74.006047,15,0,1.7,1.6,23.8,618,98,-25,0,99.5,0,-2.5,0,20,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:16,40.712869,-74.006049,16,0,1.7,0.0,25.4,609,105,-3,0,99.7,0,1.6,0,17,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:17,40.712883,-74.006042,17,0,1.6,0.6,25.3,624,94,-12,0,99.6,0,-0.1,0,17,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:18,40.712877,-74.00606,18,0,1.6,1.9,25.9,623,105,4,0,99.4,0,0.6,0,19,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:19,40.712864,-74.006055,19,0,1.6,2.4,25.6,594,101,-12,0,99.4,0,-0.3,0,20,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:20,40.712868,-74.00605,20,0,1.6,3.0,25.2,628,101,13,0,99.3,0,-0.4,0,22,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:21,40.712861,-74.006036,21,0,1.6,2.5,25.5,626,95,-7,0,99.3,0,0.3,0,21,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:22,40.712871,-74.006046,22,0,1.6,2.9,25.2,636,105,6,0,99.3,0,-0.3,0,21,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:23,40.712844,-74.006039,23,0,1.6,2.9,24.7,607,104,-6,0,99.2,0,-0.5,0,21,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:24,40.712862,-74.006051,24,0,1.7,4.1,25.6,608,102,-3,0,99.1,0,0.9,0,25,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:25,40.712872,-74.006044,25,0,1.7,2.0,24.9,615,105,0,0,99.3,0,-0.7,0,21,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:26,40.712875,-74.006036,26,0,1.7,1.0,25.4,588,112,4,0,99.4,0,0.5,0,19,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:27,40.712865,-74.006029,27,0,1.7,1.3,25.6,608,105,3,0,99.3,0,0.2,0,19,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:28,40.712876,-74.006034,28,0,1.6,2.0,25.8,591,96,-4,0,99.2,0,0.2,0,20,False,0.0,0.0,0,0,CONTINUAR EXPLORACAO
